
济宁裁缝大叔,#genre#
湖北卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=hubws 
广西卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=gxws 
东南卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=dnws 
海南卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=hinws 
青海卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=qhws 
吉林卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=jlws 
黑龙江视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=hljws
CCTV1,http://go.bkpcp.top/mg/cctv1 
CCTV2,http://go.bkpcp.top/mg/cctv2 
CCTV3,http://go.bkpcp.top/mg/cctv3 
CCTV4,http://go.bkpcp.top/mg/cctv4 
CCTV5,http://go.bkpcp.top/mg/cctv5 
CCTV-5+,http://go.bkpcp.top/mg/cctv5p 
CCTV6,http://go.bkpcp.top/mg/cctv6 
CCTV7,http://go.bkpcp.top/mg/cctv7 
CCTV8,http://go.bkpcp.top/mg/cctv8 
CCTV9,http://go.bkpcp.top/mg/cctv9 
CCTV10,http://go.bkpcp.top/mg/cctv10 
CCTV11,http://go.bkpcp.top/mg/cctv11 
CCTV12,http://go.bkpcp.top/mg/cctv12 
CCTV13,http://go.bkpcp.top/mg/cctv13 
CCTV14,http://go.bkpcp.top/mg/cctv14 
CCTV15,http://go.bkpcp.top/mg/cctv15 
CCTV16,http://go.bkpcp.top/mg/cctv16 
CCTV17,http://go.bkpcp.top/mg/cctv17 
cct4欧洲,http://go.bkpcp.top/mg/cctv4o 
美洲,http://go.bkpcp.top/mg/cctv4m 
CGTN-西,http://go.bkpcp.top/mg/cgtne 
CGTN-阿,http://go.bkpcp.top/mg/cgtna 
CGTN-法,http://go.bkpcp.top/mg/cgtnf 
北京卫视,http://go.bkpcp.top/mg/bjws 
东方卫视,http://go.bkpcp.top/mg/dfws 
浙江卫视,http://go.bkpcp.top/mg/zjws 
江苏卫视,http://go.bkpcp.top/mg/jsws 
湖南卫视,http://go.bkpcp.top/mg/hunws 
广东卫视,http://go.bkpcp.top/mg/gdws 
深圳卫视咪4k,http://go.bkpcp.top/mg/szws 
山东卫视,http://go.bkpcp.top/mg/sdws 
河南卫视,http://go.bkpcp.top/mg/hnws 
江西卫视,http://go.bkpcp.top/mg/jxws 
湖北卫视,http://go.bkpcp.top/mg/hubws 
海南卫视,http://go.bkpcp.top/mg/hinws
陕西卫视,http://go.bkpcp.top/mg/sxws 
兵团卫视,http://go.bkpcp.top/mg/btws 
黑龙江视,http://go.bkpcp.top/mg/hljws
CCTV1,http://49.232.181.26:6000/udp/225.1.8.33:8002
CCTV1,http://49.232.181.26:6000/udp/225.1.8.33:8002
CCTV1,http://49.232.181.26:6000/udp/225.1.8.33:8002
CCTV1,http://49.232.181.26:6000/udp/225.1.8.33:8002

CCTV1,http://49.232.181.26:6000/udp/225.1.8.1:8008
CCTV2,http://49.232.181.26:6000/udp/225.1.8.2:8084
CCTV3,http://49.232.181.26:6000/udp/225.1.8.88:8000
CCTV4,http://49.232.181.26:6000/udp/225.1.8.4:8092
CCTV5,http://49.232.181.26:6000/udp/225.1.8.89:8000
CCTV5⁺,http://49.232.181.26:6000/udp/225.1.8.20:8004
CCTV6,http://49.232.181.26:6000/udp/225.1.8.84:8000
CCTV7,http://49.232.181.26:6000/udp/225.1.8.7:8104
CCTV8,http://49.232.181.26:6000/udp/225.1.8.85:8000
CCTV9,http://49.232.181.26:6000/udp/225.1.8.9:8112
CCTV10,http://49.232.181.26:6000/udp/225.1.8.10:8116
CCTV11,http://49.232.181.26:6000/udp/225.1.8.73:8120
CCTV12,http://49.232.181.26:6000/udp/225.1.8.12:8124
CCTV13,http://49.232.181.26:6000/udp/225.1.8.168:8130
CCTV14,http://49.232.181.26:6000/udp/225.1.8.14:8132
CCTV15,http://49.232.181.26:6000/udp/225.1.8.74:8136
CCTV17,http://49.232.181.26:6000/udp/225.1.8.17:8144
CCTV6,http://www.lizhinas.top:1009/rtp/239.252.220.195:5140
CCTV6,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226010
CCTV26,http://php.jdshipin.com/TVOD/hljyd.php?id=3221227010

吉林教育,http://36.135.118.195:85/tsfile/live/1006_1.m3u8?key=txiptv&playlive=0&authid=0
CETV-4,http://36.135.118.195:85/tsfile/live/1007_1.m3u8?key=txiptv&playlive=0&authid=0
长影频道,http://36.135.118.195:85/tsfile/live/1008_1.m3u8?key=txiptv&playlive=0&authid=0
长春1,http://36.135.118.195:85/tsfile/live/1009_1.m3u8?key=txiptv&playlive=0&authid=0
长春2,http://36.135.118.195:85/tsfile/live/1010_1.m3u8?key=txiptv&playlive=0&authid=0
长春3,http://36.135.118.195:85/tsfile/live/1011_1.m3u8?key=txiptv&playlive=0&authid=0
CETV-1,http://36.135.118.195:85/tsfile/live/1012_1.m3u8?key=txiptv&playlive=0&authid=0
CETV-2,http://36.135.118.195:85/tsfile/live/1013_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV1,http://120.202.94.181:9446/tsfile/live/0001_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV2,http://120.202.94.181:9446/tsfile/live/0002_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV3,http://120.202.94.181:9446/tsfile/live/0003_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV4,http://120.202.94.181:9446/tsfile/live/0004_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV5,http://120.202.94.181:9446/tsfile/live/0005_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV6,http://120.202.94.181:9446/tsfile/live/0006_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV7,http://120.202.94.181:9446/tsfile/live/0007_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV8,http://120.202.94.181:9446/tsfile/live/0008_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV9,http://120.202.94.181:9446/tsfile/live/0009_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV10,http://120.202.94.181:9446/tsfile/live/0010_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV11,http://120.202.94.181:9446/tsfile/live/0011_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV12,http://120.202.94.181:9446/tsfile/live/0012_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV13,http://120.202.94.181:9446/tsfile/live/0013_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV14,http://120.202.94.181:9446/tsfile/live/0014_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV15,http://120.202.94.181:9446/tsfile/live/0015_1.m3u8?key=txiptv&playlive=0&authid=0
湖北卫视,http://120.202.94.181:9446/tsfile/live/0132_1.m3u8?key=txiptv&playlive=0&authid=0
湖北综合,http://120.202.94.181:9446/tsfile/live/1002_1.m3u8?key=txiptv&playlive=0&authid=0
湖北影视,http://120.202.94.181:9446/tsfile/live/1005_1.m3u8?key=txiptv&playlive=0&authid=0
湖北生活,http://120.202.94.181:9446/tsfile/live/1007_1.m3u8?key=txiptv&playlive=0&authid=0
来自湖北移通的源(120.202.94.181:9446)共有26个频道：
湖北教育,http://120.202.94.181:9446/tsfile/live/0107_1.m3u8?key=txiptv&playlive=0&authid=0
湖南电视,http://120.202.94.181:9446/tsfile/live/1001_1.m3u8?key=txiptv&playlive=0&authid=0
浙江卫视,http://120.202.94.181:9446/tsfile/live/0124_1.m3u8?key=txiptv&playlive=0&authid=0
江苏卫视,http://120.202.94.181:9446/tsfile/live/0127_1.m3u8?key=txiptv&playlive=0&authid=0
北京卫视,http://120.202.94.181:9446/tsfile/live/0122_1.m3u8?key=txiptv&playlive=0&authid=0
广东卫视,http://120.202.94.181:9446/tsfile/live/0125_1.m3u8?key=txiptv&playlive=0&authid=0
深圳卫视,http://120.202.94.181:9446/tsfile/live/0126_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV1,http://112.27.235.94:8000/hls/1/index.m3u8
CCTV2,http://112.27.235.94:8000/hls/2/index.m3u8#http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv2#http://183.215.134.239:19901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV3,http://112.27.235.94:8000/hls/3/index.m3u8#http://183.215.134.239:19901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0#http://61.156.228.12:8154/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5,http://112.27.235.94:8000/hls/5/index.m3u8#http://113.26.202.52:1299/tsfile/live/0005_1.m3u8#http://genglei.8866.org:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5+,http://112.27.235.94:8000/hls/6/index.m3u8#http://183.215.134.239:19901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV6,http://112.27.235.94:8000/hls/7/index.m3u8#http://61.156.228.12:8154/tsfile/live/0006_1.m3u8
CCTV7,http://112.27.235.94:8000/hls/8/index.m3u8
CCTV8,http://124.165.251.82:85/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0#http://183.215.134.239:19901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0#http://112.27.235.94:8000/hls/9/index.m3u8
CCTV9,http://112.27.235.94:8000/hls/10/index.m3u8#http://60.16.0.216:5757/hls/10/index.m3u8
CCTV10,http://112.27.235.94:8000/hls/11/index.m3u8
CCTV11,http://112.27.235.94:8000/hls/12/index.m3u8#http://60.16.0.216:5757/hls/12/index.m3u8
CCTV12,http://124.165.251.82:85/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0#http://112.27.235.94:8000/hls/13/index.m3u8#http://60.16.0.216:5757/hls/13/index.m3u8
CCTV13,http://112.27.235.94:8000/hls/14/index.m3u8#http://183.215.134.239:19901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0#https://event.pull.hebtv.com/jishi/cp1.m3u8#http://60.16.0.216:5757/hls/14/index.m3u8
CCTV14,http://112.27.235.94:8000/hls/15/index.m3u8#http://60.16.0.216:5757/hls/15/index.m3u8
CCTV15,http://112.27.235.94:8000/hls/16/index.m3u8
党员教育,video://http://www.hndyjyfw.gov.cn/livePlay.html?u=0
CCTV1,video://http://www.hndyjyfw.gov.cn/livePlay.html?u=1
CCTV3,video://http://www.hndyjyfw.gov.cn/livePlay.html?u=2
CCTV5,video://http://www.hndyjyfw.gov.cn/livePlay.html?u=3
CCTV6,video://http://www.hndyjyfw.gov.cn/livePlay.html?u=4
CCTV5,video://http://www.hndyjyfw.gov.cn/livePlay.html?u=3
CCTV7,video://http://www.hndyjyfw.gov.cn/livePlay.html?u=5
CCTV9,video://http://www.hndyjyfw.gov.cn/livePlay.html?u=6
CCTV10,video://http://www.hndyjyfw.gov.cn/livePlay.html?u=7
CCTV10,video://http://www.hndyjyfw.gov.cn/livePlay.html?u=7
CCTV11,video://http://www.hndyjyfw.gov.cn/livePlay.html?u=8
CCTV12,video://http://www.hndyjyfw.gov.cn/livePlay.html?u=9
CCTV13,video://http://www.hndyjyfw.gov.cn/livePlay.html?u=10
山东卫视,video://https://www.xuexi.cn/xxqg.html?id=15d651d2389d46ba86eda710fcc1f68b#video://https://www.xuexi.cn/xxqg.html?id=15d651d2389d46ba86eda710fcc1f68b
青岛农业,video://https://www.rzw.com.cn/folder247/folder2217
青岛农业,video://https://www.rzw.com.cn/folder247/folder2217
天津卫视,video://https://www.xuexi.cn/xxqg.html?id=f34309e518fb41579c46cbef4d56c51d
河北卫视,video://https://www.xuexi.cn/xxqg.html?id=39f6908c16d74aeab67c78eeb37e17dd
兵团卫视,video://https://www.xuexi.cn/xxqg.html?id=16bcdb12d690488286ffec580c9ca249
新疆卫视,video://https://www.xuexi.cn/xxqg.html?id=95b30ad2b3c14b32ac7f915769d080bb
宁夏卫视,video://https://www.xuexi.cn/xxqg.html?id=782bc32aad614b6c9c078fd7bea95488#,video://https://live-pc.xuexi.cn/merged/nxtv_merge_cqhd.m3u8?auth_key=1758898222-0-17588987318793588-36b75a3fe3166768c7869d071fba4c9e&yid=17588987318793588
青海卫视,video://https://www.xuexi.cn/xxqg.html?id=49718a9c8d364f6b8c6e666739e90780#,video://https://live-pc.xuexi.cn/merged/qhtv_merge_cqhd.m3u8?auth_key=1758898321-0-17588987318793588-d38647e55e6843f0aa21aadb4ba0afbd&yid=17588987318793588

威海1,video://http://lv.weihai.tv/live_13705e35636b2136b590e5a015bb801c.html
威海2,video://http://lv.weihai.tv/live_8bfc704cbba598e76540f5d4f61a0e03.html
威海3,video://http://lv.weihai.tv/live_6dffaf124b89957024f9f31de302d183.html
湖南卡通,video://https://www.mgtv.com/live/?_source_=D
湖南卡通,video://https://www.mgtv.com/live/?_source_=D

北京卫视,video://https://www.btime.com/btv/btvsy_index
北京卫视,video://https://www.btime.com/btv/btvsy_index
CGTN,video://https://www.cgtn.com/tv
甘肃卫视,video://https://www.xuexi.cn/xxqg.html?id=dc13ed51077a4200a8a41e5e02457fdb
陕西卫视,video://https://www.xuexi.cn/xxqg.html?id=63fbcee70e0140c991541b5412c9552d
西藏卫视,video://https://www.xuexi.cn/xxqg.html?id=c52bd0a9ac294559841fa39d28d2c195
云南卫视,video://https://www.xuexi.cn/xxqg.html?id=f79e9c261fda4c3ba35d075a51814bbd
四川卫视,video://https://www.xuexi.cn/xxqg.html?id=90edcdb6a18446d594228039a519b779
贵州卫视,video://https://www.xuexi.cn/xxqg.html?id=d6fc64f8f5e34444ba703bb79fda5da8
海南卫视,video://https://www.xuexi.cn/xxqg.html?id=54e5f81a605e428188bf7ff21c0df64c
广西卫视,video://https://www.xuexi.cn/xxqg.html?id=d45e1b2dbae6465a9b2e7a14f7749119
广东卫视,video://https://www.xuexi.cn/xxqg.html?id=6766ec7717d64744bdbfd1c2068ebae6
湖北卫视,video://https://www.xuexi.cn/xxqg.html?id=894c6f103e094ab58f51cf0f96870a3d
河南卫视,video://https://www.xuexi.cn/xxqg.html?id=47ebcda850e74c83897dd90ca72db658
江西卫视,video://https://www.xuexi.cn/xxqg.html?id=0621912339cf40109a945afafc3069e2
安徽卫视,video://https://www.xuexi.cn/xxqg.html?id=633fd677b4ce40ad85b127db4307921a
浙江卫视,video://https://www.xuexi.cn/xxqg.html?id=0b0936946bd7416fa80aaeb4072f369a
江苏卫视,video://https://www.xuexi.cn/xxqg.html?id=f485de429c064333b7cce20c6bbbc905
山西卫视,video://https://www.xuexi.cn/xxqg.html?id=39c3c7226f754f3e9cbebd8b5f0996ee
辽宁卫视,video://https://www.xuexi.cn/xxqg.html?id=196d1fb7186845c8ab06945beb60f428
内蒙古卫视,video://https://www.xuexi.cn/xxqg.html?id=74dd173b302c4aa9abf142e4034e0c87
吉林卫视,video://https://www.xuexi.cn/xxqg.html?id=0bb934949fe549e9be4ea3ff519eaec4
黑龙江卫视,video://https://www.xuexi.cn/xxqg.html?id=c77741c71cbb4f61bc9876826e267b51
天津卫视,video://https://www.xuexi.cn/xxqg.html?id=f34309e518fb41579c46cbef4d56c51d
河北卫视,video://https://www.xuexi.cn/xxqg.html?id=39f6908c16d74aeab67c78eeb37e17dd
兵团卫视,video://https://www.xuexi.cn/xxqg.html?id=16bcdb12d690488286ffec580c9ca249
新疆卫视,video://https://www.xuexi.cn/xxqg.html?id=95b30ad2b3c14b32ac7f915769d080bb
宁夏卫视,video://https://www.xuexi.cn/xxqg.html?id=782bc32aad614b6c9c078fd7bea95488#video://https://live-pc.xuexi.cn/merged/nxtv_merge_cqhd.m3u8?auth_key=1758898222-0-17588987318793588-36b75a3fe3166768c7869d071fba4c9e&yid=17588987318793588
青海卫视,video://https://www.xuexi.cn/xxqg.html?id=49718a9c8d364f6b8c6e666739e90780#video://https://live-pc.xuexi.cn/merged/qhtv_merge_cqhd.m3u8?auth_key=1758898321-0-17588987318793588-d38647e55e6843f0aa21aadb4ba0afbd&yid=17588987318793588
陕西卫视,video://http://live.snrtv.com/?u=2
陕西卫视,video://http://live.snrtv.com/?u=5
陕西卫视,video://http://live.snrtv.com/
江苏卫视,video://http://live.jstv.com/?id=5
江苏卫视,video://http://live.jstv.com/?id=28
东方卫视,video://https://www.xuexi.cn/xxqg.html?id=b03d633a64f14712b1b78ad5336fac2c
浙江卫视,video://http://www.hndyjyfw.gov.cn/livePlay.html?u=11
北京卫视,video://http://www.hndyjyfw.gov.cn/livePlay.html?u=12#https://www.xuexi.cn/xxqg.html?id=b2e730bcb7e8468ea028135c602a561d
河南卫视,video://http://www.hndyjyfw.gov.cn/livePlay.html?u=13

北京卫视,video://https://www.xuexi.cn/xxqg.html?id=b2e730bcb7e8468ea028135c602a561d
东南卫视,video://https://www.xuexi.cn/xxqg.html?id=74cd6a0403ff4ce7829f04d4cdf4c0a5

河北卫视,video://https://www.xuexi.cn/xxqg.html?id=39f6908c16d74aeab67c78eeb37e17dd
天津卫视,video://https://www.xuexi.cn/xxqg.html?id=f34309e518fb41579c46cbef4d56c51d
陕西卫视,video://http://live.snrtv.com/star#https://www.xuexi.cn/xxqg.html?id=63fbcee70e0140c991541b5412c9552d
陕西卫视,video://http://live.snrtv.com/star
陕西卫视,video://https://www.jxntv.cn/live/#/jxtv2


兵团卫视,video://https://www.xuexi.cn/xxqg.html?id=16bcdb12d690488286ffec580c9ca249
新疆卫视,video://https://www.xuexi.cn/xxqg.html?id=95b30ad2b3c14b32ac7f915769d080bb
宁夏卫视,video://https://www.xuexi.cn/xxqg.html?id=782bc32aad614b6c9c078fd7bea95488#,video://https://live-pc.xuexi.cn/merged/nxtv_merge_cqhd.m3u8?auth_key=1758898222-0-17588987318793588-36b75a3fe3166768c7869d071fba4c9e&yid=17588987318793588
青海卫视,video://https://www.xuexi.cn/xxqg.html?id=49718a9c8d364f6b8c6e666739e90780#,video://https://live-pc.xuexi.cn/merged/qhtv_merge_cqhd.m3u8?auth_key=1758898321-0-17588987318793588-d38647e55e6843f0aa21aadb4ba0afbd&yid=17588987318793588

天津卫视,video://https://www.xuexi.cn/xxqg.html?id=f34309e518fb41579c46cbef4d56c51d
河北卫视,video://https://www.xuexi.cn/xxqg.html?id=39f6908c16d74aeab67c78eeb37e17dd
兵团卫视,video://https://www.xuexi.cn/xxqg.html?id=16bcdb12d690488286ffec580c9ca249
新疆卫视,video://https://www.xuexi.cn/xxqg.html?id=95b30ad2b3c14b32ac7f915769d080bb
宁夏卫视,video://https://www.xuexi.cn/xxqg.html?id=782bc32aad614b6c9c078fd7bea95488#,video://https://live-pc.xuexi.cn/merged/nxtv_merge_cqhd.m3u8?auth_key=1758898222-0-17588987318793588-36b75a3fe3166768c7869d071fba4c9e&yid=17588987318793588
青海卫视,video://https://www.xuexi.cn/xxqg.html?id=49718a9c8d364f6b8c6e666739e90780#,video://https://live-pc.xuexi.cn/merged/qhtv_merge_cqhd.m3u8?auth_key=1758898321-0-17588987318793588-d38647e55e6843f0aa21aadb4ba0afbd&yid=17588987318793588
浙江卫视,video://http://www.hndyjyfw.gov.cn/livePlay.html?u=11
北京卫视,video://http://www.hndyjyfw.gov.cn/livePlay.html?u=12
河南卫视,video://http://www.hndyjyfw.gov.cn/livePlay.html?u=13
河南都市,video://http://www.hndyjyfw.gov.cn/livePlay.html?u=14
河南民生,video://http://www.hndyjyfw.gov.cn/livePlay.html?u=15
河南梨园,video://http://www.hndyjyfw.gov.cn/livePlay.html?u=16
河南教育,video://http://www.hndyjyfw.gov.cn/livePlay.html?u=0
陕西卫视,video://http://www.sxtvs.com/sxtvs_sxws/index.html
北京社区,https://hls.playlive.360.v.btime.com/live_btime_r/5237k99jknl86g9lhntgr8gf3ju/index.m3u8
北京中医,https://pb-360.v.btime.com/live_btime_r/playback/55blsj1u4n695cp6otv218rd0i5_1758111783_393072049.m3u8
我把故宫带回家,https://hls.playlive.360.v.btime.com/live_btime_r/55cc22ra6at9gor2q4qecjiqbcp/index.m3u8
北京社区,https://hls.playlive.360.v.btime.com/live_btime_r/5237k99jknl86g9lhntgr8gf3ju/index.m3u8
北京社区,https://pb-360.v.btime.com/live_btime_r/playback/55blsj1u4n695cp6otv218rd0i5_1758111783_393072049.m3u8
我把故宫带回家,https://hls.playlive.360.v.btime.com/live_btime_r/55cc22ra6at9gor2q4qecjiqbcp/index.m3u8

北京社区,https://hls.playlive.360.v.btime.com/live_btime_r/5237k99jknl86g9lhntgr8gf3ju/index.m3u8
北京社区,https://pb-360.v.btime.com/live_btime_r/playback/55blsj1u4n695cp6otv218rd0i5_1758111783_393072049.m3u8
我把故宫带回家,https://hls.playlive.360.v.btime.com/live_btime_r/55cc22ra6at9gor2q4qecjiqbcp/index.m3u8

蓉城先锋,video://https://www.cditv.cn/show/4845-592.html#https://cdn1.cditv.cn/dangjiao/dangjiao.flv/playlist.m3u8?

wsSecret=d11c6d132c1f7462784d48e453582cd9&wsTime=68caab4a
高新电视台,video://https://www.cditv.cn/web/show/4844-591.html#https://www.cditv.cn/show/4844-591.html#https://www.cditv.cn/show/4844-591.html		

				
电视直播,video://https://www.cditv.cn/show/4845-563.html
					
		
电台频率,video://https://www.cditv.cn/show/4843-570.html
					
		
区县直播,video://https://www.cditv.cn/show/4844-578.html
高新电视台,video://https://www.cditv.cn/show/4844-591.html#https://www.cditv.cn/show/4844-591.html#https://www.cditv.cn/show/4844-591.html

锦江电视,video://https://www.cditv.cn/show/4844-590.html
					
简阳市广播电视台,video://https://www.cditv.cn/show/4844-578.html
						
							
彭州市广播电视台,video://https://www.cditv.cn/show/4844-576.html#https://candowx.cdmp.candocloud.cn/show/5941-604.html
				
青白江融,video://https://www.cditv.cn/show/4844-584.html
		
蒲江电视台,video://https://www.cditv.cn/show/4844-571.html

大邑广播电视台,video://https://www.cditv.cn/show/4844-572.html#https://candowx.cdmp.candocloud.cn/show/5941-600.html

金堂电视台,video://https://www.cditv.cn/show/4844-573.html#https://candowx.cdmp.candocloud.cn/show/5941-601.html#https://quxian.pull.cditv.cn/live/jintang.flv/playlist.m3u8?wsSecret=dc7f916c968d0e5430a806d86983c934&wsTime=68d3cd91
	
邛崃综合,video://https://www.cditv.cn/show/4844-575.html#https://candowx.cdmp.candocloud.cn/show/5941-603.html
崇州电视台,video://https://candowx.cdmp.candocloud.cn/show/5941-602.html

CDTV-1,video://https://candowx.cdmp.candocloud.cn/show/5941-602.html

双流综合,video://https://candowx.cdmp.candocloud.cn/show/5941-610.html
温江综合,video://https://candowx.cdmp.candocloud.cn/show/5941-609.html

QBJTV,video://https://candowx.cdmp.candocloud.cn/show/5941-612.html

成华有线,video://https://candowx.cdmp.candocloud.cn/show/5941-614.html
武侯电视台,video://https://candowx.cdmp.candocloud.cn/show/5941-615.html
金牛,video://https://candowx.cdmp.candocloud.cn/show/5941-616.html
青羊电视,video://https://candowx.cdmp.candocloud.cn/show/5941-617.html
锦江电视,video://https://candowx.cdmp.candocloud.cn/show/5941-618.html
CDHT TV,video://https://candowx.cdmp.candocloud.cn/show/5941-619.html

浦江,video://https://candowx.cdmp.candocloud.cn/show/5941-599.html	
						
							
郫都区广播电视台,video://https://www.cditv.cn/show/4844-580.html

双流综合,video://https://www.cditv.cn/show/4844-581.html

温江电视台,video://https://www.cditv.cn/show/4844-582.html

新都区广播电视,video://https://www.cditv.cn/show/4844-583.html
	
成华有线电视,video://https://www.cditv.cn/show/4844-586.html
				
武侯电视,video://https://www.cditv.cn/show/4844-587.html#https://www.cditv.cn/show/4844-587.html							
	
武侯电视,video://https://www.cditv.cn/show/4844-587.html
	
金牛区有线电视台,video://https://www.cditv.cn/show/4844-588.html

青羊区融媒体中心,video://https://www.cditv.cn/show/4844-589.html

锦江电视,video://https://www.cditv.cn/show/4844-590.html

高新电视台,video://https://www.cditv.cn/show/4844-591.html
	
都江堰电视台https://candowx.cdmp.candocloud.cn/show/5941-605.html
综合,video://https://candowx.cdmp.candocloud.cn/show/5941-602.html

CDTV-1,video://https://candowx.cdmp.candocloud.cn/show/5941-602.html
XJTV,video://https://candowx.cdmp.candocloud.cn/show/5941-607.html#https://candowx.cdmp.candocloud.cn/show/5941-607.html
双流综合,video://https://candowx.cdmp.candocloud.cn/show/5941-610.html
温江综合,video://https://candowx.cdmp.candocloud.cn/show/5941-609.html
XDTV,video://https://candowx.cdmp.candocloud.cn/show/5941-611.html#https://candowx.cdmp.candocloud.cn/show/5941-611.html
QBJTV,video://https://candowx.cdmp.candocloud.cn/show/5941-612.html
龙泉驿区,video://https://candowx.cdmp.candocloud.cn/show/5941-613.html#https://candowx.cdmp.candocloud.cn/show/5941-613.html
成华有线,video://https://candowx.cdmp.candocloud.cn/show/5941-614.html
武侯电视台,video://https://candowx.cdmp.candocloud.cn/show/5941-615.html
金牛,video://https://candowx.cdmp.candocloud.cn/show/5941-616.html
青羊电视,video://https://candowx.cdmp.candocloud.cn/show/5941-617.html
锦江电视,video://https://candowx.cdmp.candocloud.cn/show/5941-618.html
CDHT TV,video://https://candowx.cdmp.candocloud.cn/show/5941-619.html

浦江,video://https://candowx.cdmp.candocloud.cn/show/5941-599.html
新闻综合https://candowx.cdmp.candocloud.cn/show/5941-608.html		

高新电视台,video://https://www.cditv.cn/web/show/4844-591.html#https://www.cditv.cn/show/4844-591.html#https://www.cditv.cn/show/4844-591.html		

电视直播,video://https://www.cditv.cn/list/4845/1.html

电台频率,video://https://www.cditv.cn/list/4843/1.html

区县直播,video://https://www.cditv.cn/list/4844/1.html
高新电视台,video://https://www.cditv.cn/show/4844-591.html#https://www.cditv.cn/show/4844-591.html

锦江电视,video://https://www.cditv.cn/show/4844-590.html
					
简阳市广播电视台,video://https://www.cditv.cn/show/4844-578.html
						
							
彭州市广播电视台,video://https://www.cditv.cn/show/4844-576.html
								
青白江融,video://https://www.cditv.cn/show/4844-584.html
							
蒲江电视台,video://https://www.cditv.cn/show/4844-571.html
		
大邑广播电视台,video://https://www.cditv.cn/show/4844-572.html
					
金堂电视台,video://https://www.cditv.cn/show/4844-573.html#https://quxian.pull.cditv.cn/live/jintang.flv/playlist.m3u8?wsSecret=dc7f916c968d0e5430a806d86983c934&wsTime=68d3cd91
	
邛崃电视台综合频道,video://https://www.cditv.cn/show/4844-575.html

郫都区广播电视台,video://https://www.cditv.cn/show/4844-580.html
						
双流区广播电视台,video://https://www.cditv.cn/show/4844-581.html
						
温江电视台,video://https://www.cditv.cn/show/4844-582.html												
新都区广播电视,video://https://www.cditv.cn/show/4844-583.html							
成华有线电视,video://https://www.cditv.cn/show/4844-586.html									
武侯电视,video://https://www.cditv.cn/show/4844-587.html								
							
武侯电视,video://https://www.cditv.cn/show/4844-587.html																		
金牛区有线电视台,video://https://www.cditv.cn/show/4844-588.html
																					
青羊区融媒体中心,video://https://www.cditv.cn/show/4844-589.html
		
锦江电视,video://https://www.cditv.cn/show/4844-590.html
							
高新电视台,video://https://www.cditv.cn/show/4844-591.html

锦江电视,video://https://www.cditv.cn/show/4844-578.html
锦江电视1,video://https://www.cditv.cn/show/4844-590.html
高新电视台,video://https://www.cditv.cn/show/4844-591.html
CDTV-1,video://https://cando.cditv.cn/show-192-1-1.html
CDTV-2,video://https://cando.cditv.cn/show-192-2-1.html
CDTV-3,video://https://cando.cditv.cn/show-192-3-1.html
CDTV-4,video://https://cando.cditv.cn/show-192-45-1.html
CDTV-5,video://https://cando.cditv.cn/show-192-5-1.html
CDTV-6,video://https://cando.cditv.cn/show-192-6-1.html
娄底综合,video://http://www.ldntv.cn/folder51/folder154/folder171
陕西卫视,video://http://live.snrtv.com/?u=2
陕西卫视,video://http://live.snrtv.com/?u=5
陕西卫视,video://http://live.snrtv.com/
江苏卫视,video://http://live.jstv.com/?id=5
江苏卫视,video://http://live.jstv.com/?id=28
